1384,"135790246812345,2016-07-13 17:57:50"
1387,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[45]
1403,"135790246812345,2016-07-13 17:59:50"
1406,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[42]
1429,"135790246812345,2016-07-13 18:01:50"
1432,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[44]
1455,"135790246812345,2016-07-13 18:03:50"
1458,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[43]
1474,"135790246812345,2016-07-13 18:05:50"
1477,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[43]
1500,"135790246812345,2016-07-13 18:07:50"
1503,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[40]
1526,"135790246812345,2016-07-13 18:09:50"
1529,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[38]
1545,"135790246812345,2016-07-13 18:11:50"
1548,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[37]
1571,"135790246812345,2016-07-13 18:13:50"
1574,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[38]
1597,"135790246812345,2016-07-13 18:15:50"
1600,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[38]
1616,"135790246812345,2016-07-13 18:17:50"
1619,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[39]
1642,"135790246812345,2016-07-13 18:19:50"
1645,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[36]
1668,"135790246812345,2016-07-13 18:21:50"
1671,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[40]
1687,"135790246812345,2016-07-13 18:23:50"
1690,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[41]
1713,"135790246812345,2016-07-13 18:25:51"
1716,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[41]
1739,"135790246812345,2016-07-13 18:27:51"
1742,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[42]
1758,"135790246812345,2016-07-13 18:29:51"
1761,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[43]
1784,"135790246812345,2016-07-13 18:31:51"
1787,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[40]
1810,"135790246812345,2016-07-13 18:33:51"
1813,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[42]
1829,"135790246812345,2016-07-13 18:35:51"
1832,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[41]
1855,"135790246812345,2016-07-13 18:37:51"
1858,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[41]
1881,"135790246812345,2016-07-13 18:39:51"
1884,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[40]
1900,"135790246812345,2016-07-13 18:41:51"
1903,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[41]
1926,"135790246812345,2016-07-13 18:43:51"
1929,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[37]
1952,"135790246812345,2016-07-13 18:45:51"
1955,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[39]
1971,"135790246812345,2016-07-13 18:47:51"
1974,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[39]
1997,"135790246812345,2016-07-13 18:49:51"
2000,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[39]
2023,"135790246812345,2016-07-13 18:51:51"
2026,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[35]
2042,"135790246812345,2016-07-13 18:53:51"
2045,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[40]
2068,"135790246812345,2016-07-13 18:55:51"
2071,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[38]
2094,"135790246812345,2016-07-13 18:57:51"
2097,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[39]
2113,"135790246812345,2016-07-13 18:59:51"
2116,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[37]
2139,"135790246812345,2016-07-13 19:01:51"
2142,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[39]
2165,"135790246812345,2016-07-13 19:03:51"
2168,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[39]
2184,"135790246812345,2016-07-13 19:05:51"
2187,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[40]
2210,"135790246812345,2016-07-13 19:07:51"
2213,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[39]
2236,"135790246812345,2016-07-13 19:09:51"
2239,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[37]
2255,"135790246812345,2016-07-13 19:11:51"
2258,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[37]
2281,"135790246812345,2016-07-13 19:13:51"
2284,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[38]
2307,"135790246812345,2016-07-13 19:15:51"
2310,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[39]
2326,"135790246812345,2016-07-13 19:17:51"
2329,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[36]
2352,"135790246812345,2016-07-13 19:19:51"
2355,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[40]
2378,"135790246812345,2016-07-13 19:21:51"
2381,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[41]
2400,"135790246812345,2016-07-13 19:24:06"
2403,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[39]
2426,"135790246812345,2016-07-13 19:25:51"
2429,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[28]
2452,"135790246812345,2016-07-13 19:27:51"
2455,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[39]
2471,"135790246812345,2016-07-13 19:29:51"
2474,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[33]
2497,"135790246812345,2016-07-13 19:31:51"
2500,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[39]
2523,"135790246812345,2016-07-13 19:33:51"
2526,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[37]
2542,"135790246812345,2016-07-13 19:35:51"
2545,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[40]
2568,"135790246812345,2016-07-13 19:37:51"
2571,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[40]
2593,"135790246812345,2016-07-13 19:39:52"
2597,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[39]
2613,"135790246812345,2016-07-13 19:41:51"
2616,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[36]
2639,"135790246812345,2016-07-13 19:43:51"
2642,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[44]
2664,"135790246812345,2016-07-13 19:45:55"
2668,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[31]
2684,"135790246812345,2016-07-13 19:47:51"
2687,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[42]
2710,"135790246812345,2016-07-13 19:49:51"
2713,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[43]
2735,"135790246812345,2016-07-13 19:51:56"
2739,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[37]
2755,"135790246812345,2016-07-13 19:53:51"
2758,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[36]
2781,"135790246812345,2016-07-13 19:55:51"
2784,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[41]
2806,"135790246812345,2016-07-13 19:57:57"
2810,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[42]
2826,"135790246812345,2016-07-13 19:59:51"
2829,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[42]
2852,"135790246812345,2016-07-13 20:01:51"
2855,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[35]
2877,"135790246812345,2016-07-13 20:03:58"
2881,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[45]
2897,"135790246812345,2016-07-13 20:05:51"
2900,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[43]
3019,"135790246812345,2016-07-13 20:12:28"
3023,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[41]
3172,"135790246812345,2016-07-13 20:13:32"
3176,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20736] rxlev[37]
3346,"135790246812345,2016-07-13 20:15:00"
3350,[LBS valid] mcc[460] mnc[0] lac[28730] ci[20735] rxlev[31]
3451,"135790246812345,2016-07-13 20:17:20"
3454,[LBS valid] mcc[460] mnc[0] lac[28730] ci[55272] rxlev[21]
3456,"[LBS moved] cur:(55272,28730) [0]:(20735,28730) [1]:(20736,28730)"
3638,"135790246812345,2016-07-13 20:19:51"
3642,[LBS valid] mcc[460] mnc[0] lac[28730] ci[392] rxlev[38]
3644,"[LBS moved] cur:(392,28730) [0]:(55272,28730) [1]:(20735,28730)"
3822,"135790246812345,2016-07-13 20:22:16"
3826,[LBS valid] mcc[460] mnc[0] lac[28730] ci[16976] rxlev[39]
3828,"[LBS moved] cur:(16976,28730) [0]:(392,28730) [1]:(55272,28730)"
3942,"135790246812345,2016-07-13 20:24:51"
3945,[LBS valid] mcc[460] mnc[0] lac[28730] ci[7703] rxlev[23]
3947,"[LBS moved] cur:(7703,28730) [0]:(16976,28730) [1]:(392,28730)"
4068,"135790246812345,2016-07-13 20:26:39"
4071,[LBS valid] mcc[460] mnc[0] lac[28730] ci[17423] rxlev[18]
4073,"[LBS moved] cur:(17423,28730) [0]:(7703,28730) [1]:(16976,28730)"
4181,"135790246812345,2016-07-13 20:28:56"
4185,[LBS valid] mcc[460] mnc[0] lac[28980] ci[7490] rxlev[38]
4187,"[LBS moved] cur:(7490,28980) [0]:(17423,28730) [1]:(7703,28730)"
4308,"135790246812345,2016-07-13 20:31:06"
4311,[LBS valid] mcc[460] mnc[0] lac[28980] ci[7493] rxlev[42]
4313,"[LBS moved] cur:(7493,28980) [0]:(7490,28980) [1]:(17423,28730)"
